Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level
ELEC,STAION1 CPF25 SHOP,6444 67 St,,Red Deer,AB,T4P 1A1,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,52.289557,-113.840229,2023-03-06,92528,2023-03-06 23:13:12 UTC,,,,2018-03-07,,,,,J1772,CA,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Comfort Inn & Suites Airdrie - Tesla Destination,133 Sierra Springs Dr SE,,Airdrie,AB,T4B 3G7,,403-948-3411  877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,51.268369,-114.004469,2022-10-06,116255,2023-01-18 15:15:20 UTC,P,,,2014-12-19,,,,,J1772 TESLA,CA,,,,Public,,public,,,HOTEL,,,,,,,Free,Gratuit,,,,,,,,,,,,,
ELEC,Hampton Inn & Suites by Hilton Airdrie - Tesla Destination,53 E Lake Ave NE,,Airdrie,AB,T4A 2G8,,403-980-4477  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,51.296012,-113.996556,2022-10-06,116256,2023-01-18 15:15:20 UTC,P,,,2017-07-10,,,,,TESLA,CA,,,,Public,,public,,,INN,,,,,,,Free,Gratuit,,,,,,,,,,,,,
ELEC,"Days Inn and Suites, Airdrie - Tesla Destination",911 Highland Park Cove NE,,Airdrie,AB,T4A 0R2,,800-329-7466  877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,51.301112,-113.997597,2022-10-06,116258,2023-01-18 15:15:20 UTC,P,,,2017-09-07,,,,,TESLA,CA,,,,Public,,public,,,HOTEL,,,,,,,Free,Gratuit,,,,,,,,,,,,,
ELEC,Best Western Plus Okotoks Inn & Suites - Tesla Destination,100 Southbank Rd,,Aldersyde,AB,T0L 0A0,,403-995-6262  877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,GPS,50.708029,-113.947349,2022-10-06,116259,2023-01-18 15:15:20 UTC,P,,,2015-06-19,,,,,J1772 TESLA,CA,,,,Public,,public,,,HOTEL,,,,,,,Free,Gratuit,,,,,,,,,,,,,
ELEC,Banff Sunshine Village - Tesla Destination,1 Sunshine Rd,,Banff,AB,T1L 1B2,,403-705-4000  877-798-3752,E,,Public,,,,,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,GPS,51.115186,-115.763276,2022-10-06,116260,2023-01-18 15:15:20 UTC,P,,,2017-03-22,,,,,TESLA,CA,,,,Public,,public,,,HOTEL,,,,,,,Free,Gratuit,,,,,,,,,,,,,
ELEC,Moose Hotel & Suites - Tesla Destination,229 Bear St,,Banff,AB,T1L 1H8,,866-379-0021  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,51.180655,-115.569227,2022-10-06,116261,2023-01-18 15:15:20 UTC,P,,,2016-10-21,,,,,J1772 TESLA,CA,,,,Public,,public,,,HOTEL,,,,,,,Free,Gratuit,,,,,,,,,,,,,
ELEC,The Rimrock Resort Hotel - Tesla Destination,300 Mountain Ave,,Banff,AB,T1L 1J2,,403-762-3356  877-798-3752,E,,Public,,,,,,,9,,,Tesla Destination,https://www.tesla.com/destination-charging,GPS,51.151648,-115.559526,2022-10-06,116262,2023-01-18 15:15:20 UTC,P,,,2018-03-27,,,,,TESLA,CA,,,,Public,,public,,,HOTEL,,,,,,,Free,Gratuit,,,,,,,,,,,,,
ELEC,The Fairmont Banff Springs - Tesla Destination,405 Spray Ave,,Banff,AB,T1L1J4,,403-762-2211  877-798-3752,E,,Public,,,,,,,6,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,51.164339,-115.561843,2022-10-06,116263,2023-01-18 15:15:20 UTC,P,,,2015-10-15,,,,,TESLA,CA,,,,Public,,public,,,HOTEL,,,,,,,Free,Gratuit,,,,,,,,,,,,,
ELEC,Wyndham Garden Calgary Airport - Tesla Destination,11 Freeport Cres NE,,Calgary,AB,T3J 0T4,,403-516-2266  877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,51.140583,-114.026181,2022-10-06,116264,2023-01-18 15:15:20 UTC,P,,,2015-10-13,,,,,J1772 TESLA,CA,,,,Public,,public,,,HOTEL,,,,,,,Free,Gratuit,,,,,,,,,,,,,
ELEC,Calgary Marriott Downtown - Tesla Destination,110 9th Ave SE,,Calgary,AB,T2G 5A6,,403-266-7331  877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,51.0446034,-114.0629409,2022-10-06,116265,2023-01-18 15:15:20 UTC,P,,,2015-09-03,,,,,J1772 TESLA,CA,,,,Public,,public,,,HOTEL,,,,,,,Free,Gratuit,,,,,,,,,,,,,
ELEC,Impark (Keynote Parking Garage) - Tesla Destination,1100 1st St SE,,Calgary,AB,T2G 1B1,,403-299-7275  877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,51.041995,-114.060321,2022-10-06,116266,2023-01-18 15:15:20 UTC,P,,,2018-09-28,,,,,TESLA,CA,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,Gratuit,,,,,,,,,,,,,
ELEC,Acclaim Hotel Calgary Airport - Tesla Destination,123 Freeport Blvd NE,,Calgary,AB,T3N 0A3,,403-291-8000  877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,51.1505,-113.999876,2022-10-06,116267,2023-01-18 15:15:20 UTC,P,,,2015-09-17,,,,,J1772 TESLA,CA,,,,Public,,public,,,HOTEL,,,,,,,Free,Gratuit,,,,,,,,,,,,,
ELEC,Coast Plaza Hotel & Conference Centre - Tesla Destination,1316 33rd St NE,,Calgary,AB,T2A 6J4,,403-248-8888  877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,51.0644199,-113.9856229,2022-10-06,116268,2023-01-18 15:15:20 UTC,P,,,2015-06-02,,,,,J1772 TESLA,CA,,,,Public,,public,,,HOTEL,,,,,,,Free,Gratuit,,,,,,,,,,,,,
ELEC,OMO Teppan & Kitchen - Tesla Destination,5222 Macleod Trl S,,Calgary,AB,T2H 0J2,,403-764-3222  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,GPS,51.007793,-114.067885,2022-10-06,116270,2023-01-18 15:15:20 UTC,P,,,2018-03-26,,,,,TESLA,CA,,,,Public,,public,,,RESTAURANT,,,,,,,Free,Gratuit,,,,,,,,,,,,,
ELEC,East Village Properties Inc. Parkade - Tesla Destination,620 6th Ave SE,,Calgary,AB,T2H 0J2,,833-258-6635  877-798-3752,E,,Public,,,,,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,51.047285,-114.04933,2022-10-06,116271,2023-01-18 15:15:20 UTC,P,,,2018-10-04,,,,,TESLA,CA,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,Gratuit,,,,,,,,,,,,,
ELEC,Hyatt Regency Calgary - Tesla Destination,700 Centre Street SE,,Calgary,AB,T2G 5P6,,403-717-1234  877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,51.0461809,-114.062747,2022-10-06,116272,2023-01-18 15:15:20 UTC,P,,,2015-08-27,,,,,TESLA,CA,,,,Public,,public,,,HOTEL,,,,,,,Free,Gratuit,,,,,,,,,,,,,
ELEC,Le Germain Hotel Calgary - Tesla Destination,899 Centre St SW,,Calgary,AB,T2P 0S9,,877-362-8990  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,51.044751,-114.063429,2022-10-06,116273,2023-01-18 15:15:20 UTC,P,,,2015-07-17,,,,,J1772 TESLA,CA,,,,Public,,public,,,HOTEL,,,,,,,Free,Gratuit,,,,,,,,,,,,,
ELEC,Four Points by Sheraton Edmonton Gateway - Tesla Destination,10010 12th Ave SW,,Edmonton,AB,T6X 0P9,,780-801-4000  877-798-3752,E,,Public,,,,,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,53.42421,-113.487865,2022-10-06,116275,2023-01-18 15:15:20 UTC,P,,,2015-03-30,,,,,TESLA,CA,,,,Public,,public,,,HOTEL,,,,,,,Free,Gratuit,,,,,,,,,,,,,
ELEC,Fairmont Hotel Macdonald - Tesla Destination,10065 100th St,,Edmonton,AB,T5J 0N6,,780-424-5181  877-798-3752,E,,Public,,,,,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,53.540495,-113.489949,2022-10-06,116276,2023-01-18 15:15:20 UTC,P,,,2015-11-16,,,,,TESLA,CA,,,,Public,,public,,,HOTEL,,,,,,,Free,Gratuit,,,,,,,,,,,,,
ELEC,Coast Edmonton Plaza Hotel - Tesla Destination,10155 105 St NW,,Edmonton,AB,T5J 1C9,,780-423-4811  877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,53.5421516,-113.5008612,2022-10-06,116277,2023-01-18 15:15:20 UTC,P,,,2015-02-25,,,,,J1772 TESLA,CA,,,,Public,,public,,,HOTEL,,,,,,,Free,Gratuit,,,,,,,,,,,,,
ELEC,Sunwapta Shopping Centre - Tesla Destination,10175 186 St,,Edmonton,AB,T5M 2Y8,,780-424-8008  877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,53.542471,-113.648962,2022-10-06,116278,2023-01-18 15:15:20 UTC,P,,,2018-08-28,,,,,TESLA,CA,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,Free,Gratuit,,,,,,,,,,,,,
ELEC,Vaticano Cucina - Tesla Destination,10310 45th Ave NW,,Edmonton,AB,T6H 5K3,,780-250-1110  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,53.483286,-113.49272,2022-10-06,116279,2023-01-18 15:15:20 UTC,P,,,2018-01-08,,,,,TESLA,CA,,,,Public,,public,,,RESTAURANT,,,,,,,Free,Gratuit,,,,,,,,,,,,,
ELEC,Sawridge Inn and Conference Centre Edmonton - Tesla Destination,4235 Gateway Blvd N,,Edmonton,AB,T6J 5H2,,780-438-1222  877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,52.889442,-118.077288,2022-10-06,116281,2023-01-18 15:15:20 UTC,P,,,2015-12-04,,,,,J1772 TESLA,CA,,,,Public,,public,,,HOTEL,,,,,,,Free,Gratuit,,,,,,,,,,,,,
ELEC,Fantasyland Hotel - Tesla Destination,8882 170 St NW,,Edmonton,AB,T5T 5X1,,780-444-5321  877-798-3752,E,,Public,,,,,,,6,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,53.521436,-113.627757,2022-10-06,116282,2023-01-18 15:15:20 UTC,P,,,2016-05-10,,,,,J1772 TESLA,CA,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,Free,Gratuit,,,,,,,,,,,,,
ELEC,Guest House Inn & Suites - Tesla Destination,4411 4 Ave,,Edson,AB,T7E 1B8,,780-723-4486  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,53.572021,-116.471779,2022-10-06,116283,2023-01-18 15:15:20 UTC,P,,,2017-05-16,,,,,TESLA,CA,,,,Public,,public,,,HOTEL,,,,,,,Free,Gratuit,,,,,,,,,,,,,
ELEC,Best Western Hotel & Resort High Level - Tesla Destination,9616 Hwy 58,,High Level,AB,T0H 1Z0,,780-821-1000  877-798-3752,E,,Public,,,,,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,58.519226,-117.119467,2022-10-06,116284,2023-01-18 15:15:20 UTC,P,,,2016-12-05,,,,,TESLA,CA,,,,Public,,public,,,HOTEL,,,,,,,Free,Gratuit,,,,,,,,,,,,,
ELEC,The Fairmont Jasper Park Lodge - Tesla Destination,1 Old Lodge Rd,,Jasper,AB,T0E,,780-852-3301  877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,52.886147,-118.057083,2022-10-06,116285,2023-01-18 15:15:20 UTC,P,,,2015-09-16,,,,,J1772 TESLA,CA,,,,Public,,public,,,HOTEL,,,,,,,Free,Gratuit,,,,,,,,,,,,,
ELEC,Sawridge Inn and Conference Centre Jasper - Tesla Destination,76 Connaught Dr,,Jasper,AB,T0E 1E0,,780-852-5111  877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,52.889442,-118.077288,2022-10-06,116286,2023-01-18 15:15:20 UTC,P,,,2015-10-09,,,,,J1772 TESLA,CA,,,,Public,,public,,,HOTEL,,,,,,,Free,Gratuit,,,,,,,,,,,,,
ELEC,Best Western Plus Lacombe Inn & Suites - Tesla Destination,4751 63 St,,Lacombe,AB,T4L 1K7,,403-782-3535  877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,GPS,52.4612011,-113.7541265,2022-10-06,116287,2023-01-18 15:15:20 UTC,P,,,2015-09-22,,,,,J1772 TESLA,CA,,,,Public,,public,,,HOTEL,,,,,,,Free,Gratuit,,,,,,,,,,,,,
ELEC,The Fairmont Chateau Lake Louise - Tesla Destination,111 Lake Louise Drive,,Lake Louise,AB,T0L 1E0,,403-522 3511  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,51.417506,-116.215424,2022-10-06,116289,2023-01-18 15:15:20 UTC,P,,,2015-12-16,,,,,J1772 TESLA,CA,,,,Public,,public,,,HOTEL,,,,,,,Free,Gratuit,,,,,,,,,,,,,
ELEC,Holiday Inn Express & Suites Lethbridge - Tesla Destination,120 Stafford Dr,,Lethbridge,AB,T1J 4W4,,800-315-2621  877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,49.697345,-112.83508,2022-10-06,116290,2023-01-18 15:15:20 UTC,P,,,2018-06-12,,,,,TESLA,CA,,,,Public,,public,,,HOTEL,,,,,,,Free,Gratuit,,,,,,,,,,,,,
ELEC,Okotoks Municipal Centre - Tesla Destination,5 Elizabeth St,,Okotoks,AB,T1S 2K1,,403-938-4404  877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,50.725494,-113.974947,2022-10-06,116291,2023-01-18 15:15:20 UTC,P,,,2015-09-01,,,,,J1772 TESLA,CA,,,,Public,,public,,,MUNI_GOV,,,,,,,Free,Gratuit,,,,,,,,,,,,,
ELEC,Red Deer Lodge Hotel and Conference Centre - Tesla Destination,4311 49 Ave,,Red Deer,AB,T4N 5Y7,,403-346-8841  877-798-3752,E,,Public,,,,,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,52.262275,-113.810592,2022-10-06,116292,2023-01-18 15:15:20 UTC,P,,,2015-08-18,,,,,TESLA,CA,,,,Public,,public,,,HOTEL,,,,,,,Free,Gratuit,,,,,,,,,,,,,
ELEC,WESTMAN VILLAGE NON-GW 1,Mahogany Gardens SE,,Calgary,AB,T3M 0X6,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,50.896737,-113.935449,2023-03-06,118985,2023-03-06 23:14:58 UTC,,,,2019-03-06,,,,,J1772,CA,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,WESTMAN VILLAGE GW-1,2220 Mahogany Blvd,,Calgary,AB,T3M 0T2,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,50.897129,-113.935614,2023-03-06,118986,2023-03-06 23:14:58 UTC,,,,2019-03-06,,,,,J1772,CA,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Peavey Industries,7740 40 Ave,,Red Deer,AB,T4P 2H9,,403-346-8991,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,200-9,52.306241,-113.791503,2022-04-13,121036,2022-09-01 20:05:57 UTC,P,,,2019-03-01,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,OFFICE_BLDG,,,,,,,Free,Gratuit,,,,,,,,,false,,,,
ELEC,Peavey Mart,1500P 12 Ave SE,,High River,AB,T1V 2B1,,403-652-7956,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,GPS,50.572506,-113.8485295,2022-04-13,121037,2022-09-01 20:05:57 UTC,P,,,2019-03-01,,,,,J1772,CA,,24 heures par jour,,Public,,public,,,HARDWARE_STORE,,,,,,,Free,Gratuit,,,,,,,,,false,,,,
ELEC,Peavey Mart,3813 51 Ave,,High Prairie,AB,T0G 1E0,,780-523-2820,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,GPS,55.4287312,-116.457904,2022-04-13,121044,2022-09-01 20:05:57 UTC,P,,,2019-03-01,,,,,J1772,CA,,24 heures par jour,,Public,,public,,,HARDWARE_STORE,,,,,,,Free,Gratuit,,,,,,,,,false,,,,
ELEC,Crosslron Mills - Tesla Supercharger,261055 Crossiron Blvd,,Rocky View,AB,T4A OG3,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,8,,Tesla,https://www.tesla.com/supercharger,GPS,51.204042,-113.989658,2022-10-03,122263,2022-12-01 17:40:26 UTC,P,,,2019-03-01,,,,,TESLA,CA,,Accessible 24 heures par jour; à l'usage des modèles Tesla seulement,,Public,,public,,,,,,,,,,$0.44 per minute above 60 kW and $0.22 per minute at or below 60 kW,$0.44 par minute au-dessus de 60 kW et $0.22 par minute à 60 kW ou moins,,,,,,,,,,,,,
ELEC,Southgate Centre - Tesla Supercharger,5015 111 St NW,,Edmonton,AB,T6H 4M6,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,8,,Tesla,https://www.tesla.com/supercharger,200-9,53.486557,-113.515102,2022-10-03,122320,2022-12-01 17:40:26 UTC,P,,,2019-03-01,,,,,TESLA,CA,,Accessible 24 heures par jour; à l'usage des modèles Tesla seulement,,Public,,public,,,,,,,,,,$0.44 per minute above 60 kW and $0.22 per minute at or below 60 kW,$0.44 par minute au-dessus de 60 kW et $0.22 par minute à 60 kW ou moins,,,,,,,,,,,,,
ELEC,Holiday Inn Express & Suites Airdrie-Calgary North - Tesla Destination,64 E Lake Ave NE,,Aidrie,AB,T4A 2G8,,403-912-1952  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,51.295673,-113.997998,2022-10-06,122354,2023-01-18 15:15:20 UTC,P,,,2017-06-29,,,,,TESLA,CA,,,,Public,,public,,,,,,,,,,Free,Gratuit,,,,,,,,,,,,,
ELEC,Calgary PPF - Tesla Destination,7845 Flint Rd SE,,Calgary,AB,T2H 1G3,,587-324-1993  877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,50.983459,-114.069543,2022-10-06,122355,2023-01-18 15:15:20 UTC,P,,,2018-12-04,,,,,TESLA,CA,,,,Public,,public,,,,,,,,,,Free,Gratuit,,,,,,,,,,,,,
ELEC,Nordstrom Rack South Edmonton - Tesla Destination,1910 102 St NW,,Edmonton,AB,T6N 1N3,,587-758-6710  877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,GPS,53.4468629,-113.49137,2022-10-06,122356,2023-01-18 15:15:20 UTC,P,,,2018-07-23,,,,,J1772 TESLA,CA,,,,Public,,public,,,SHOPPING_MALL,,,,,,,Free,Gratuit,,,,,,,,,,,,,
ELEC,VILLAGE HONDA CT4K-GW1,7690 110 Ave NW,,Calgary,AB,T3R 1R8,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,51.153621,-114.195482,2023-03-06,123678,2023-03-06 23:17:20 UTC,,,,2019-06-12,,,,,J1772,CA,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,SCIENCE CENTER TELUS SPARK,102 St Georges Dr NE,,Calgary,AB,T2E 8L6,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,51.052808,-114.025304,2023-03-06,126265,2023-03-06 23:15:33 UTC,,,,2019-07-04,,,,,J1772,CA,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,WESTMAN VILLAGE GW-2,2260 Mahogany Blvd,,Calgary,AB,T3M 0T2,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,50.89797,-113.936151,2023-03-06,126635,2023-03-06 23:16:21 UTC,,,,2019-07-06,,,,,J1772,CA,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Town of Raymond,210N 200W,,Raymond,AB,T0K 2S0,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,49.465849,-112.669002,2023-03-06,130041,2023-03-06 23:47:44 UTC,,,,2019-07-17,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Medicine Hat College - Cultural Centre,Cultural Centre - 299 College Drive SE,,Medicine Hat Albert,AB,T1A 3Y6,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,50.014339,-110.684147,2023-03-06,130068,2023-03-06 23:47:44 UTC,,,,2019-07-17,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,FLO - Canadian Tire - Calgary,9940 Macleod Trail SE,,Calgary,AB,T2J 3K9,,888-356-8911,E,,Public,24 hours daily,,,,,,2,1,,FLO,https://flo.ca/,GPS,50.964145,-114.068608,2023-03-06,130083,2023-03-06 23:47:44 UTC,,,,2019-07-17,,,,,CHADEMO J1772 J1772COMBO,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,P2P - Canmore,718 7th Street,,Canmore,AB,T1W 2C7,,888-356-8911,E,,Public,24 hours daily,,,,,,1,1,,FLO,https://flo.ca/,GPS,51.088611,-115.3595,2023-03-06,130085,2023-03-06 23:47:44 UTC,,,,2019-07-17,,,,,CHADEMO J1772 J1772COMBO,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,FLO - Canadian Tire - Red Deer,5908 Gaetz Ave.,,Red Deer,AB,T4N 4C3,,888-356-8911,E,,Public,24 hours daily,,,,,,2,1,,FLO,https://flo.ca/,GPS,52.278975,-113.814606,2023-03-06,130088,2023-03-06 23:47:44 UTC,,,,2019-07-17,,,,,CHADEMO J1772 J1772COMBO,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,ATCO - Electric Stettler,4105 50th ave,,Stettler,AB,T0C 2L2,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,52.325596,-112.688861,2023-03-06,130090,2023-03-06 23:47:44 UTC,,,,2019-07-17,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Premium Outlet Collection EIA,1 Outlet Collection Way Unit 1,,Edmonton International Airport,AB,T9E 1J5,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,53.303274,-113.555407,2023-03-06,130092,2023-03-06 23:47:44 UTC,,,,2019-07-17,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,City of Edmonton - Millwood Public Library,2610 Hewes Way NW,,Edmonton,AB,T6L 0A9,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,53.456805,-113.427544,2023-03-06,130093,2023-03-06 23:47:44 UTC,,,,2019-07-17,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,FLO - Canadian Tire - Sherwood Park,169 Ordze Ave,,Sherwood Park,AB,T8B 1M6,,888-356-8911,E,,Public,24 hours daily,,,,,,2,1,,FLO,https://flo.ca/,GPS,53.511586,-113.324818,2023-03-06,130094,2023-03-06 23:47:44 UTC,,,,2019-07-17,,,,,CHADEMO J1772 J1772COMBO,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Oasis Wellness Centre,"13613, 163 Street",,Edmonton,AB,T5V 0B5,,888-356-8911,E,,Public,24 hours daily,,,,,,2,,,FLO,https://flo.ca/,GPS,53.599128,-113.601654,2023-03-06,130095,2023-03-06 23:47:44 UTC,,,,2019-07-17,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Simons - Londonderry,100A 1-Londonderry Mall NW,,Edmonton,AB,T5C 3C8,,888-356-8911,E,,Public,24 hours daily,,,,,,2,1,,FLO,https://flo.ca/,GPS,53.604111,-113.445444,2023-03-06,130096,2023-03-06 23:47:44 UTC,,,,2019-07-17,,,,,CHADEMO J1772 J1772COMBO,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,P2P - Lethbridge,801 1st Avenue S,,Lethbridge,AB,T1J 4L5,,888-356-8911,E,,Public,24 hours daily,,,,,,1,1,,FLO,https://flo.ca/,GPS,49.698568,-112.836724,2023-03-06,142579,2023-03-06 23:47:44 UTC,,,,2019-08-13,,,,,CHADEMO J1772 J1772COMBO,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,City of Lethbridge - ATB Centre,74 Mauretania Road West,,Lethbridge,AB,T1J 5L4,,888-356-8911,E,,Public,24 hours daily,,,,,,4,,,FLO,https://flo.ca/,GPS,49.670676,-112.913826,2023-03-06,143120,2023-03-06 23:47:44 UTC,,,,2019-08-14,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,FLO - Cadillac Fairview - Chinook Centre,6455 Macleod Trail SW,,Calgary,AB,T2H 0K8,,888-356-8911,E,,Public,24 hours daily,,,,,,6,,,FLO,https://flo.ca/,GPS,51.000018,-114.072079,2023-03-06,145030,2023-03-06 23:47:44 UTC,,,,2019-09-07,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
