Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name
ELEC,Hotel Indigo Naperville Riverwalk - Tesla Destination,120 Water St,,Naperville,IL,60540,,630-778-9676  877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,41.7706981,-88.1502517,2022-10-06,114193,2023-01-18 15:15:20 UTC,P,,,2018-02-28,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,
ELEC,Wildwood Tavern - Tesla Destination,6480 W Touhy,,Niles,IL,60714,,847-677-6663  877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,42.012382,-87.78852,2022-10-06,114195,2023-01-18 15:15:20 UTC,P,,,2016-11-17,,,,,J1772 TESLA,US,,,,Public,,public,,,RESTAURANT,,,,,,,Free,,,,,,,,,,,,,,,
ELEC,Advantage Gallery - Tesla Destination,7850 N. Milwaukee Ave,,Niles,IL,60714,,847-965-4444  877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,42.0240608,-87.8129991,2022-10-06,114196,2023-01-18 15:15:20 UTC,P,,,2016-03-18,,,,,TESLA,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,Free,,,,,,,,,,,,,,,
ELEC,My Place Hotel - North Aurora - Tesla Destination,1000 Kilbery Ln,,North Aurora,IL,60542,,630-256-8485  877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,41.81609,-88.351972,2022-10-06,114197,2023-01-18 15:15:20 UTC,P,,,2018-08-28,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,
ELEC,Hardware Gastro Pub - Tesla Destination,2000 W Orchard Rd,,North Aurora,IL,60542,,630-299-3977  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,GPS,41.817455,-88.350806,2022-10-06,114198,2023-01-18 15:15:20 UTC,P,,,2016-07-19,,,,,J1772 TESLA,US,,,,Public,,public,,,RESTAURANT,,,,,,,Free,,,,,,,,,,,,,,,
ELEC,Oak Brook Public Library - Tesla Destination,600 Oak Brook Rd,,Oak Brook,IL,60523,,630-368-7702  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,41.833742,-87.937059,2022-10-06,114199,2023-01-18 15:15:20 UTC,P,,,2018-05-17,,,,,J1772 TESLA,US,,,,Public,,public,,,LIBRARY,,,,,,,Free,,,,,,,,,,,,,,,
ELEC,Village of Oak Brook - Soccer Club Lot - Tesla Destination,700 Oak Brook Rd,,Oak Brook,IL,60523,,630-368-6440  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,41.834286,-87.935472,2022-10-06,114200,2023-01-18 15:15:20 UTC,P,,,2018-04-11,,,,,J1772 TESLA,US,,,,Public,,public,,,PARKING_LOT,,,,,,,Free,,,,,,,,,,,,,,,
ELEC,One Technology Plaza Paking Deck - Tesla Destination,222 SW Adams St,,Peoria,IL,61602,,309-494-8850  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.690319,-89.591638,2022-10-06,114202,2023-01-18 15:15:20 UTC,P,,,2016-04-14,,,,,J1772 TESLA,US,,,,Public,,public,,,PARKING_GARAGE,,,,,,,Free,,,,,,,,,,,,,,,
ELEC,Machine Shed Restaurant Rockford - Tesla Destination,7475 E State St,,Rockford,IL,61108,,815-229-3276  877-798-3752,E,,Public,,,,,,,6,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,42.269632,-88.971292,2022-10-06,114203,2023-01-18 15:15:20 UTC,P,,,2018-09-05,,,,,J1772 TESLA,US,,,,Public,,public,,,RESTAURANT,,,,,,,Free,,,,,,,,,,,,,,,
ELEC,Thunder Bay Grille Rockford - Tesla Destination,7652 Potawatomi Trl,,Rockford,IL,61107,,815-397-4800  877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,42.271328,-88.968082,2022-10-06,114204,2023-01-18 15:15:20 UTC,P,,,2018-09-05,,,,,J1772 TESLA,US,,,,Public,,public,,,RESTAURANT,,,,,,,Free,,,,,,,,,,,,,,,
ELEC,Loews Chicago O'Hare - Tesla Destination,5300 N River Rd,,Rosemont,IL,60018,,847-544-5300  877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,41.9745,-87.862956,2022-10-06,114205,2023-01-18 15:15:20 UTC,P,,,2015-09-22,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,
ELEC,Hyatt Regency O'Hare - Tesla Destination,9300 Bryn Mawr Ave,,Rosemont,IL,60018,,847-696-1234  877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,41.981019,-87.85953,2022-10-06,114206,2023-01-18 15:15:20 UTC,P,,,2015-09-09,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,
ELEC,Holiday Inn Express and Suites Salem - Tesla Destination,102 Holiday Ln,,Salem,IL,62881,,618-740-0913  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,GPS,38.623,-88.970418,2022-10-06,114207,2023-01-18 15:15:20 UTC,P,,,2017-03-24,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,
ELEC,Fairfield Inn & Suites by Marriott Chicago - Tesla Destination,700 National Pkwy,,Schaumburg,IL,60173,,847-541-3347  877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,42.0413625,-88.0509415,2022-10-06,114208,2023-01-18 15:15:20 UTC,P,,,2017-11-21,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,
ELEC,Homewood Suites Chicago-Schaumburg - Tesla Destination,815 American Ln,,Schaumburg,IL,60173,,847-605-0400  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,42.047578,-88.05899,2022-10-06,114209,2023-01-18 15:15:20 UTC,P,,,2017-11-14,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,
ELEC,Four Points by Sheraton Chicago O'Hare Airport - Tesla Destination,10249 W Irving Park Rd,,Schiller Park,IL,60176,,847-671-6000  877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,41.9552467,-87.8826061,2022-10-06,114210,2023-01-18 15:15:20 UTC,P,,,2017-09-20,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,
ELEC,Mantra by Indian Garden - Tesla Destination,9438 W Irving Park Rd,,Schiller Park,IL,60176,,847-260-5777  877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,41.954697,-87.862552,2022-10-06,114211,2023-01-18 15:15:20 UTC,P,,,2018-03-26,,,,,TESLA,US,,,,Public,,public,,,RESTAURANT,,,,,,,Free,,,,,,,,,,,,,,,
ELEC,Waukegan National Airport - Tesla Destination,2601 W Plane Rest Dr,,Waukegan,IL,60087,,847-244-0055  877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,42.4168768,-87.8672769,2022-10-06,114213,2023-01-18 15:15:20 UTC,P,,,2017-11-03,,,,,J1772 TESLA,US,,,,Public,,public,,,AIRPORT,,,,,,,Free,,,,,,,,,,,,,,,
ELEC,Waukegan Harbor & Marina - Tesla Destination,27 E Madison Ave,,Waukegan,IL,60185,,847-244-3133  877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,GPS,42.3605363,-87.8251019,2022-10-06,114214,2023-01-18 15:15:20 UTC,P,,,2017-07-10,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,
ELEC,St. Andrews Golf Club - Tesla Destination,2241 IL-59,,West Chicago,IL,60185,,630-231-3100  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,41.9224259,-88.2073922,2022-10-06,114215,2023-01-18 15:15:20 UTC,P,,,2017-11-02,,,,,J1772 TESLA,US,,,,Public,,public,,,REC_SPORTS_FACILITY,,,,,,,Free,,,,,,,,,,,,,,,
ELEC,Public Parking Lot,246 SE Vine St,,Atlanta,IL,61723,,217-648-2351,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,GPS,40.260478,-89.230861,2022-10-11,116771,2023-02-14 15:54:11 UTC,P,,,2018-12-01,,,,,J1772,US,,,,Public,,public,,,PAY_LOT,,,,,,,Free,,,,,,,,,,false,,,,,
ELEC,Fashion Outlets of Chicago - Tesla Supercharger,5220 Fashion Outlets Way,,Rosemont,IL,60018,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,10,,Tesla,https://www.tesla.com/supercharger,GPS,41.975263,-87.866046,2022-10-03,116801,2022-12-01 17:40:26 UTC,P,,,2018-12-01,,,,,TESLA,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,,,,,,
ELEC,WSB DARIEN,8001 Cass Avenue,,Darien,IL,60561,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.741968,-87.973128,2023-04-02,116856,2023-04-02 00:09:18 UTC,,,,2019-01-08,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,PRAIRIE STATE PRAIRIE STATE,299 S Coolidge St,,Chicago Heights,IL,60411,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.525678,-87.639803,2023-04-02,116870,2023-04-02 00:22:52 UTC,,,,2019-01-09,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,RUSH OAKBROOK RUSH OAKBROOK 2,2011 York Rd,,Oak Brook,IL,60523,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.849572,-87.927321,2023-04-02,116883,2023-04-02 00:13:42 UTC,,,,2019-01-09,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,CRESCENT LOT GLEN ELLYN,505 Crescent Blvd,,Glen Ellyn,IL,60137,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.876135,-88.067779,2023-04-02,117006,2023-04-02 00:14:47 UTC,,,,2019-01-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Fashion Outlets of Chicago,5220 Fashion Outlets Way,,Rosemont,IL,60018,,888-264-2208,E,,Public,Mon 5:00am - 10:59pm; Tue 5:00am - 10:59pm; Wed 5:00am - 10:59pm; Thu 5:00am - 10:59pm; Fri 5:00am - 10:59pm; Sat 5:00am - 10:59pm; Sun 5:00am - 10:59pm,,,,,,2,,,Volta,https://voltacharging.com/,GPS,41.974953,-87.8670845,2023-04-02,117323,2023-04-02 01:27:04 UTC,,,,2017-04-17,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,
ELEC,B&B Auto Inc,913 Front St,,McHenry,IL,60050,,815-363-7560,E,,Public,"8am-6pm M-F, 8am-3pm Sat",,,,,,1,,,Non-Networked,,200-9,42.341617,-88.274825,2022-10-11,117866,2023-02-14 15:54:11 UTC,P,,,2019-02-01,,,,,J1772,US,,,,Public,,public,,,AUTO_REPAIR,,,,,,,,,,,,,,,,,false,,,,,
ELEC,Amazon Fresh at Harlem Irving Plaza,4211 North Harlem Avenue,,Norridge,IL,60706,,888-264-2208,E,,Public,Mon 5:00am - 10:59pm; Tue 5:00am - 10:59pm; Wed 5:00am - 10:59pm; Thu 5:00am - 10:59pm; Fri 5:00am - 10:59pm; Sat 5:00am - 10:59pm; Sun 5:00am - 10:59pm,,,,,,1,,,Volta,https://voltacharging.com/,GPS,41.957394589,-87.805945155,2023-04-02,117868,2023-04-02 01:25:31 UTC,,,,2016-12-30,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,
ELEC,Whole Foods Market Park Ridge PRK,225 W. Touhy Ave,,Park Ridge,IL,60068,,888-264-2208,E,,Public,Mon 5:00am - 10:59pm; Tue 5:00am - 10:59pm; Wed 5:00am - 10:59pm; Thu 5:00am - 10:59pm; Fri 5:00am - 10:59pm; Sat 5:00am - 10:59pm; Sun 5:00am - 10:59pm,,,,,,2,,,Volta,https://voltacharging.com/,GPS,42.010581,-87.8248085,2023-04-02,118519,2023-04-02 01:26:12 UTC,,,,2018-06-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,
ELEC,LAKE ZURICH VILLAGE HALL,70 E Main St,,Lake Zurich,IL,60047,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.197709,-88.09147,2023-04-02,121292,2023-04-02 00:15:48 UTC,,,,2019-04-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,One Bennett Park,456 E Illinois St,P1 charger is Public.  P3 charger is ||Restricted in underground parking.||,Chicago,IL,60611,,888-998-2546,E,,Public,,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,41.891466,-87.616338,2023-04-01,121323,2023-04-01 23:59:43 UTC,,,,2019-04-11,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,
ELEC,AAMCO EV 2020 OGDEN,2020 Ogden Ave,,Lisle,IL,60532,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.799419,-88.09316,2023-04-02,121484,2023-04-02 00:15:56 UTC,,,,2019-04-16,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,"Sams Club 8297 (Rockford, IL)",7151 Walton St,,Rockford,IL,61108,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,42.26657,-88.97829,2023-04-02,121725,2023-04-02 00:41:57 UTC,,,,2019-04-26,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,"Target T1167 - Glenview, IL",2241 Willow Rd,,Glenview,IL,60025,,833-632-2778,E,,Public,24 hours daily,,,,,,1,3,,Electrify America,https://www.electrifyamerica.com/,GPS,42.10326,-87.81453,2023-04-02,121729,2023-04-02 00:41:37 UTC,,,,2019-04-26,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,"Target T0866 (Woodridge, IL)",2333 63rd St,,Woodridge,IL,60517,,833-632-2778,E,,Public,24 hours daily,,,,,,1,3,,Electrify America,https://www.electrifyamerica.com/,GPS,41.77151,-88.0381,2023-04-02,121731,2023-04-02 00:41:38 UTC,,,,2019-04-26,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,"Walmart 1256 - Joliet, IL",2424 W Jefferson St,,Joliet,IL,60435,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,41.52061,-88.14111,2023-04-02,121735,2023-04-02 00:42:23 UTC,,,,2019-04-26,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Casey's Geneseo,100 E Bestor Dr,,Geneseo,IL,61254,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,41.43266,-90.15709,2023-04-02,121736,2023-04-02 00:41:32 UTC,,,,2019-04-26,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,"Walmart 3459 - Bloomington, IL",2225 W Market St,,Bloomington,IL,61705,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,40.48811,-89.04125,2023-04-02,121753,2023-04-02 00:42:13 UTC,,,,2019-04-26,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Walmart 3602 Springfield,1100 Lejune Dr,,Springfield,IL,62703,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,39.74575,-89.64086,2023-04-02,121761,2023-04-02 00:42:18 UTC,,,,2018-09-24,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Walmart 361 Collinsville,1040 Collinsville Crossing Blvd,,Collinsville,IL,62234,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,38.67575,-90.01758,2023-04-02,121778,2023-04-02 00:41:36 UTC,,,,2019-04-26,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,CARLE FOUNDATIO CATF ADMIN,3310 Fields S Dr,,Champaign,IL,61822,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.072484,-88.308255,2023-04-02,121875,2023-04-02 00:14:08 UTC,,,,2019-04-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,NEWCITY - Tesla Supercharger,1457 North Halstead Ave,,Chicago,IL,60610,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,10,,Tesla,https://www.tesla.com/supercharger,GPS,41.908065,-87.646836,2022-10-03,122296,2022-12-01 17:40:26 UTC,P,,,2019-03-01,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,,,,,,
ELEC,Uptown Station Parking Deck - Tesla Supercharger,"11 Uptown Cir, 3rd Floor",,Normal,IL,61761,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,8,,Tesla,https://www.tesla.com/supercharger,200-9,40.508562,-88.984738,2022-10-03,122339,2022-12-01 17:40:26 UTC,P,,,2019-03-01,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,,,,,,
ELEC,Fast Park & Relax Chicago MDW - Tesla Destination,5230 S Cicero,,Chicago,IL,60638,,312-754-2326  877-798-3752,E,,Public,,,,,,,12,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,41.79721,-87.74639,2022-10-06,122434,2023-01-18 15:15:20 UTC,P,,,2018-12-06,,,,,J1772 TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,
ELEC,Johnny's Italian Steakhouse - Tesla Destination,101 Holiday St,,East Peoria,IL,61611,,309-692-3887  877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.672956,-89.587645,2022-10-06,122436,2023-01-18 15:15:20 UTC,P,,,2018-09-05,,,,,J1772 TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,
ELEC,OAK PARK 1 LAKE FOREST 1,158 Forest Ave,,Oak Park,IL,60301,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.889317,-87.799924,2023-04-02,122669,2023-04-02 00:16:11 UTC,,,,2019-05-09,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,HARPER COLLEGE LOT 14 UNIT,1200 Algonquin Rd,,Palatine,IL,60067,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.082653,-88.073981,2023-04-02,122874,2023-04-02 00:16:15 UTC,,,,2019-05-18,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,"Target T0843 - Hodgkins, IL",9250 Joliet Rd,,Hodgkins,IL,60525,,833-632-2778,E,,Public,24 hours daily,,,,,,1,3,,Electrify America,https://www.electrifyamerica.com/,GPS,41.78151,-87.86105,2023-04-02,123051,2023-04-02 00:41:47 UTC,,,,2019-05-28,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,SP PLUS CORP MCCORMICK 2,2301 S Prairie Ave,,Chicago,IL,60616,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.851167,-87.620557,2023-04-02,123556,2023-04-02 00:16:09 UTC,,,,2019-06-05,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,HF HF-1,3740 N Halsted St,,Chicago,IL,60613,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.95056,-87.649867,2023-04-02,123624,2023-04-02 00:15:25 UTC,,,,2019-06-08,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Lincolnwood Town Center,3333 W Touhy Ave.,,Lincolnwood,IL,60712,,833-632-2778,E,,Public,24 hours daily,,,,,,1,3,,Electrify America,https://www.electrifyamerica.com/,GPS,42.00976,-87.71181,2023-04-02,128501,2023-04-02 00:42:01 UTC,,,,2019-07-14,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,WHEELING METRA WEST LOT3,400 Town St,,Wheeling,IL,60090,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.136492,-87.927314,2023-04-02,143128,2023-04-02 00:17:33 UTC,,,,2019-08-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,ADVOCATE GOOD SHEPHERD 2,450 W State Rte 22,,Tower Lakes,IL,60010,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.196775,-88.173699,2023-04-02,143269,2023-04-02 00:17:10 UTC,,,,2019-08-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,ARBORS CONDOS ARBORS,6 Oak Creek Dr,,Buffalo Grove,IL,60089,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.140125,-87.96329,2023-04-02,143360,2023-04-02 00:17:02 UTC,,,,2019-08-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,ADVOCATE GOODSAMARITAN 2,3815 Highland Ave,,Downers Grove,IL,60515,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.817062,-88.008468,2023-04-02,143372,2023-04-02 00:17:01 UTC,,,,2019-08-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,WOODMAN'S STORE 43 EAST,27555 IL RTE 120,,Lakemoor,IL,60051,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.3301,-88.177505,2023-04-02,144209,2023-04-02 00:17:49 UTC,,,,2019-08-30,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,WINDY CITY H-D WINDY CITY DC,5490 Park Pl,,Rosemont,IL,60018,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.9779,-87.86849,2023-04-02,144210,2023-04-02 00:17:48 UTC,,,,2019-08-30,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Conrad's Harley-Davidson,19356 NE Frontage Rd,,Shorewood,IL,60404,,815-725-2000,E,,Public,24 hours daily,,,,,,,1,,Non-Networked,,200-8,41.521922,-88.186571,2021-01-14,145073,2022-12-29 17:31:46 UTC,P,,,2019-09-01,,,,,J1772COMBO,US,,,,Public,,public,,,CAR_DEALER,,,,,,,,,,,,,,,,,false,,,,,
ELEC,2001 P5 GARAGE ESPLANADE IV,1901 Butterfield Rd,,Downers Grove,IL,60515,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.829945,-88.031852,2023-04-02,145189,2023-04-02 00:17:56 UTC,,,,2019-09-13,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,CHI-TOWN EV DCFAST HOG,17801 South La Grange Road,,Tinley Park,IL,60487,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.566387,-87.8507,2023-04-02,145504,2023-04-02 00:18:11 UTC,,,,2019-09-25,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,5252 S CORNELL 5252 APARTMENTS,1600 E 53rd St,,Chicago,IL,60615,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.799683,-87.586296,2023-04-02,146607,2023-04-02 00:17:30 UTC,,,,2019-10-04,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,"Target T2781 - Chicago, IL",1101 W Jackson Blvd.,,Chicago,IL,60607,,833-632-2778,E,,Public,24 hours daily,,,,,,1,3,,Electrify America,https://www.electrifyamerica.com/,GPS,41.8768,-87.6554,2023-04-02,146617,2023-04-02 00:41:48 UTC,,,,2019-10-04,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
